Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,WoodDeckSF,PoolArea,SalePrice
607,RL,82,12464,Pave,,IR2,CollgCr,1Fam,1Story,5,5,1996,1996,Gable,1040,SBrkr,1040,0,1040,1,0,3,1,6,Detchd,2,576,168,0,152000
608,RL,78,7800,Pave,,Reg,Edwards,1Fam,2Story,5,8,1948,2002,Gable,896,SBrkr,1112,896,2008,3,0,3,1,8,Attchd,1,230,103,0,225000
609,RL,78,12168,Pave,,Reg,Crawfor,1Fam,2Story,8,6,1934,1998,Gable,965,SBrkr,1940,1254,3194,2,1,4,1,10,Basment,2,380,0,0,359100
610,RL,61,7943,Pave,,Reg,Sawyer,1Fam,1Story,4,5,1961,1961,Gable,1029,SBrkr,1029,0,1029,1,0,3,1,5,Attchd,1,261,64,0,118500
611,RL,,11050,Pave,,Reg,CollgCr,1Fam,2Story,9,5,2000,2000,Hip,1440,SBrkr,1476,677,2153,2,1,3,1,8,Attchd,3,736,253,0,313000
612,RL,,10395,Pave,,IR1,NWAmes,1Fam,SLvl,6,6,1978,1978,Gable,1032,SBrkr,1032,0,1032,2,0,3,1,6,Attchd,2,564,0,0,148000
613,RL,,11885,Pave,,Reg,CollgCr,1Fam,2Story,8,5,2001,2001,Gable,1299,SBrkr,1299,573,1872,2,1,3,1,7,BuiltIn,2,531,160,0,261500
614,RL,70,8402,Pave,,Reg,Mitchel,1Fam,1Story,5,5,2007,2007,Gable,1120,SBrkr,1120,0,1120,1,0,3,1,6,,0,0,0,0,147000
615,RM,21,1491,Pave,,Reg,MeadowV,TwnhsE,SFoyer,4,6,1972,1972,Gable,630,SBrkr,630,0,630,1,0,1,1,3,,0,0,96,0,75500
616,RL,80,8800,Pave,,Reg,NAmes,1Fam,SFoyer,6,7,1963,1963,Gable,936,SBrkr,1054,0,1054,1,0,3,1,6,Attchd,2,480,120,0,137500
617,RL,,7861,Pave,,IR1,Gilbert,1Fam,2Story,6,5,2002,2003,Gable,783,SBrkr,807,702,1509,2,1,3,1,7,Attchd,2,393,100,0,183200
618,RL,59,7227,Pave,,Reg,NAmes,1Fam,1.5Unf,6,6,1954,1954,Gable,832,SBrkr,832,0,832,1,0,2,1,4,Detchd,2,528,0,0,105500
619,RL,90,11694,Pave,,Reg,NridgHt,1Fam,1Story,9,5,2007,2007,Hip,1822,SBrkr,1828,0,1828,2,0,3,1,9,Attchd,3,774,0,0,314813
620,RL,85,12244,Pave,,Reg,Timber,1Fam,2Story,8,5,2003,2003,Hip,1482,SBrkr,1482,780,2262,2,1,4,1,10,Attchd,3,749,168,0,305000
621,RL,45,8248,Pave,Grvl,Reg,Edwards,1Fam,1Story,3,3,1914,1950,Gable,864,FuseF,864,0,864,1,0,2,1,5,,0,0,0,0,67000
622,RL,90,10800,Pave,,Reg,NWAmes,1Fam,2Story,6,7,1974,1997,Gable,1522,SBrkr,1548,1066,2614,2,1,4,1,9,Attchd,2,624,38,0,240000
623,RL,71,7064,Pave,,Reg,Sawyer,1Fam,1Story,5,6,1977,1977,Gable,980,SBrkr,980,0,980,1,0,3,1,6,Detchd,2,484,192,0,135000
624,FV,,2117,Pave,,Reg,Somerst,TwnhsE,2Story,6,5,2000,2000,Gable,756,SBrkr,756,756,1512,2,1,2,1,4,Detchd,2,440,0,0,168500
625,RL,80,10400,Pave,,Reg,NWAmes,1Fam,2Story,6,5,1972,1972,Gable,732,SBrkr,1012,778,1790,1,2,4,1,8,Attchd,2,484,148,0,165150
626,RL,87,10000,Pave,,IR1,NAmes,1Fam,1Story,6,6,1962,1962,Hip,1116,SBrkr,1116,0,1116,1,1,3,1,5,Attchd,2,440,0,0,160000
627,RL,,12342,Pave,,IR1,NAmes,1Fam,1Story,5,5,1960,1978,Hip,978,SBrkr,1422,0,1422,1,0,3,1,6,Attchd,1,286,0,0,139900
628,RL,80,9600,Pave,,Reg,NAmes,1Fam,SLvl,6,6,1955,1972,Gable,1156,SBrkr,1520,0,1520,1,0,3,1,7,Basment,1,364,0,0,153000
629,RL,70,11606,Pave,,IR1,NAmes,1Fam,2Story,5,5,1969,1969,Gable,1040,SBrkr,1040,1040,2080,1,2,5,1,9,Attchd,2,504,335,0,135000
630,RL,82,9020,Pave,,Reg,NAmes,1Fam,SLvl,6,5,1964,1964,Gable,1248,SBrkr,1350,0,1350,1,1,3,1,6,Attchd,2,520,176,0,168500
631,RM,50,9000,Pave,Grvl,Reg,OldTown,1Fam,2Story,5,6,1880,1991,Gable,636,FuseA,1089,661,1750,1,0,3,1,8,Detchd,1,240,0,0,124000
632,RL,34,4590,Pave,,Reg,NridgHt,Twnhs,1Story,8,5,2006,2006,Gable,1554,SBrkr,1554,0,1554,2,0,2,1,6,Attchd,2,627,156,0,209500
633,RL,85,11900,Pave,,Reg,NWAmes,1Fam,1Story,7,5,1977,1977,Hip,1386,SBrkr,1411,0,1411,2,0,3,1,6,Attchd,2,544,192,0,82500
634,RL,80,9250,Pave,,Reg,NAmes,1Fam,1Story,5,7,1954,2005,Gable,1056,SBrkr,1056,0,1056,1,0,3,1,6,Attchd,1,260,390,0,139400
635,RL,64,6979,Pave,,Reg,OldTown,Duplex,SFoyer,6,5,1980,1980,Gable,1056,SBrkr,1056,0,1056,0,0,0,2,4,Detchd,2,576,264,0,144000
636,RH,60,10896,Pave,Pave,Reg,SWISU,2fmCon,2.5Fin,6,7,1914,1995,Hip,1440,FuseA,1440,1440,3395,2,0,8,2,14,,0,0,0,0,200000
637,RM,51,6120,Pave,,Reg,BrkSide,1Fam,1Story,2,3,1936,1950,Gable,264,FuseA,800,0,800,1,0,1,1,4,,0,0,0,0,60000
638,RM,50,6000,Pave,,Reg,OldTown,2fmCon,1.5Fin,5,4,1954,1954,Gable,811,FuseA,811,576,1387,2,0,3,2,7,BuiltIn,1,256,0,0,93000
639,RL,67,8777,Pave,,Reg,Edwards,1Fam,1Story,5,7,1910,1950,Gable,796,FuseA,796,0,796,1,0,2,1,4,,0,0,328,0,85000
640,RL,53,3982,Pave,,Reg,Blmngtn,TwnhsE,1Story,8,5,2006,2006,Hip,1520,SBrkr,1567,0,1567,2,0,1,1,7,Attchd,3,648,312,0,264561
641,RL,62,12677,Pave,,IR1,NridgHt,TwnhsE,1Story,8,5,2003,2004,Hip,1518,SBrkr,1518,0,1518,1,1,1,1,6,Attchd,2,588,185,0,274000
642,FV,,7050,Pave,,Reg,Somerst,1Fam,2Story,7,5,2001,2001,Gable,1057,SBrkr,1057,872,1929,2,1,3,1,7,Attchd,2,650,0,0,226000
643,RL,75,13860,Pave,,Reg,NAmes,1Fam,SLvl,8,7,1972,1995,Gable,1952,SBrkr,2000,704,2704,2,1,4,1,9,Attchd,2,538,269,0,345000
644,RL,80,10793,Pave,,Reg,NWAmes,1Fam,2Story,5,5,1969,1969,Mansard,780,SBrkr,780,840,1620,2,1,4,1,7,Attchd,2,462,208,0,152000
645,FV,85,9187,Pave,,Reg,Somerst,1Fam,1Story,9,5,2009,2009,Gable,1766,SBrkr,1766,0,1766,2,1,2,1,7,Attchd,3,478,195,0,370878
646,RL,,10530,Pave,,IR1,NAmes,1Fam,1Story,6,5,1971,1971,Hip,981,SBrkr,981,0,981,1,1,3,1,5,Detchd,2,576,0,0,143250
647,RL,60,7200,Pave,,Reg,NAmes,1Fam,1Story,5,5,1950,1950,Hip,0,SBrkr,1048,0,1048,1,0,3,1,7,Detchd,2,420,0,0,98300
648,RL,85,10452,Pave,,IR1,Edwards,1Fam,1Story,6,5,1953,1953,Hip,1094,SBrkr,1094,0,1094,1,0,3,1,5,Attchd,2,495,0,0,155000
649,RL,70,7700,Pave,,Reg,NAmes,1Fam,2Story,6,5,1966,1966,Gable,756,SBrkr,1051,788,1839,1,1,4,1,7,Attchd,2,442,0,0,155000
650,RM,21,1936,Pave,,Reg,MeadowV,Twnhs,SFoyer,4,6,1970,1970,Gable,630,SBrkr,630,0,630,1,0,1,1,3,,0,0,0,0,84500
651,FV,65,8125,Pave,,Reg,Somerst,1Fam,2Story,7,6,2007,2007,Gable,813,SBrkr,822,843,1665,2,1,3,1,7,Attchd,2,562,0,0,205950
652,RL,60,9084,Pave,,Reg,Edwards,1Fam,2Story,4,5,1940,1950,Gable,755,SBrkr,755,755,1510,1,0,4,1,7,Detchd,1,296,120,0,108000
653,RL,70,8750,Pave,,Reg,CollgCr,1Fam,2Story,7,5,1996,1996,Gable,880,SBrkr,909,807,1716,2,1,2,1,7,Attchd,2,512,0,0,191000
654,RM,60,10320,Pave,Grvl,Reg,IDOTRR,1Fam,1.5Fin,6,7,1906,1995,Gable,756,SBrkr,756,713,1469,1,0,3,1,7,Detchd,1,216,57,0,135000
655,RL,91,10437,Pave,,IR1,NoRidge,1Fam,1Story,8,6,1995,1995,Hip,2109,SBrkr,2113,0,2113,2,1,2,1,7,Attchd,3,839,236,0,350000
656,RM,21,1680,Pave,,Reg,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,525,SBrkr,525,567,1092,1,1,3,1,6,Detchd,1,264,0,0,88000
657,RL,72,10007,Pave,,IR1,NAmes,1Fam,1Story,5,7,1959,2006,Gable,1053,SBrkr,1053,0,1053,1,1,3,1,5,Attchd,1,312,0,0,145500
658,RL,60,7200,Pave,,Reg,Crawfor,1Fam,2Story,7,6,1931,2000,Gable,776,SBrkr,851,651,1502,1,1,3,1,6,Attchd,1,270,0,0,149000
659,RL,78,17503,Pave,,Reg,NAmes,1Fam,1.5Fin,6,5,1948,1950,Gable,912,SBrkr,912,546,1458,1,0,3,1,6,Attchd,1,330,192,0,97500
660,RL,75,9937,Pave,,Reg,Edwards,1Fam,1Story,5,7,1964,1999,Hip,1486,SBrkr,1486,0,1486,1,0,3,1,7,Detchd,2,480,0,0,167000
661,RL,,12384,Pave,,Reg,NWAmes,1Fam,2Story,7,7,1976,1976,Gable,793,SBrkr,1142,793,1935,2,1,3,1,7,Attchd,2,550,0,0,197900
662,RL,52,46589,Pave,,IR2,NoRidge,1Fam,2Story,8,7,1994,2005,Hip,1629,SBrkr,1686,762,2448,2,1,4,1,8,Attchd,3,711,517,0,402000
663,RL,120,13560,Pave,,Reg,NAmes,1Fam,1Story,6,3,1968,1968,Hip,1392,SBrkr,1392,0,1392,1,0,2,1,5,Attchd,2,576,0,0,110000
664,RL,90,10012,Pave,,Reg,Edwards,1Fam,SFoyer,4,5,1972,1972,Gable,1138,SBrkr,1181,0,1181,2,0,3,1,6,Detchd,2,588,0,0,137500
665,RL,49,20896,Pave,,IR2,Somerst,1Fam,1Story,8,5,2005,2006,Gable,2077,SBrkr,2097,0,2097,1,1,1,1,8,Attchd,3,1134,192,0,423000
666,RL,106,11194,Pave,,IR1,Gilbert,1Fam,2Story,8,5,2000,2000,Gable,1406,SBrkr,1454,482,1936,2,1,3,1,7,Attchd,2,504,188,0,230500
667,RL,,18450,Pave,,IR1,NAmes,1Fam,2Story,6,5,1965,1979,Flat,1021,SBrkr,1465,915,2380,2,1,3,1,7,CarPort,2,596,0,0,129000
668,RL,65,8125,Pave,,Reg,SawyerW,1Fam,1Story,6,5,1994,1998,Gable,1408,SBrkr,1679,0,1679,2,0,3,1,7,Attchd,2,575,224,0,193500
669,RL,,14175,Pave,,Reg,Sawyer,1Fam,1Story,5,6,1956,1987,Gable,1188,SBrkr,1437,0,1437,1,1,3,1,6,Detchd,2,576,304,0,168000
670,RL,80,11600,Pave,,Reg,Crawfor,1Fam,1Story,4,5,1922,1950,Gable,700,SBrkr,1180,0,1180,1,0,2,1,5,Detchd,1,252,0,0,137500
671,RL,64,8633,Pave,,Reg,CollgCr,1Fam,2Story,6,5,2005,2005,Gable,738,SBrkr,738,738,1476,2,1,3,1,7,Attchd,2,540,100,0,173500
672,RH,54,6629,Pave,,Reg,Edwards,1Fam,2Story,6,6,1925,1950,Gambrel,672,SBrkr,697,672,1369,2,0,3,1,6,Detchd,1,300,147,0,103600
673,RL,,11250,Pave,,IR1,Veenker,1Fam,1Story,6,6,1977,1977,Gable,1208,SBrkr,1208,0,1208,1,1,3,1,6,Attchd,2,546,198,0,165000
674,RL,110,14442,Pave,,Reg,Crawfor,1Fam,1Story,6,7,1957,2004,Hip,1477,SBrkr,1839,0,1839,2,0,3,1,7,Attchd,2,416,0,0,257500
675,RL,80,9200,Pave,,Reg,NAmes,1Fam,1Story,6,6,1965,1965,Gable,1136,SBrkr,1136,0,1136,1,0,3,1,5,Attchd,1,384,426,0,140000
676,RL,24,2289,Pave,,Reg,NPkVill,Twnhs,2Story,6,6,1978,1978,Gable,855,SBrkr,855,586,1441,2,1,3,1,7,Attchd,2,440,28,0,148500
677,RM,60,9600,Pave,Grvl,Reg,OldTown,1Fam,2Story,4,2,1900,1950,Gable,1095,SBrkr,1095,679,1774,2,0,4,2,8,2Types,3,779,0,0,87000
678,RL,52,9022,Pave,,Reg,OldTown,1Fam,1Story,5,8,1924,2006,Gable,768,SBrkr,792,0,792,1,0,2,1,5,Detchd,1,240,316,0,109500
679,RL,80,11844,Pave,,IR1,StoneBr,1Fam,1Story,8,5,2008,2008,Hip,2046,SBrkr,2046,0,2046,2,1,3,1,7,Attchd,3,834,322,0,372500
680,RL,,9945,Pave,,IR1,Sawyer,1Fam,1Story,5,5,1961,1961,Hip,988,SBrkr,988,0,988,1,0,3,1,5,Detchd,2,572,0,0,128500
681,RL,50,8012,Pave,,Reg,SawyerW,TwnhsE,1Story,6,5,1980,1980,Gable,923,SBrkr,923,0,923,2,0,2,1,5,Attchd,1,264,80,0,143000
682,RH,55,4500,Pave,Pave,IR2,SWISU,1Fam,1.5Fin,5,5,1932,2000,Gable,793,SBrkr,848,672,1520,1,0,3,1,6,Detchd,1,281,0,0,159434
683,RL,,2887,Pave,,Reg,ClearCr,1Fam,1Story,6,5,1996,1997,Gable,1291,SBrkr,1291,0,1291,1,0,2,1,6,Attchd,2,431,307,0,173000
684,RL,90,11248,Pave,,IR1,CollgCr,1Fam,1Story,9,5,2002,2002,Hip,1626,SBrkr,1668,0,1668,2,0,3,1,7,Attchd,3,702,257,0,285000
685,RL,58,16770,Pave,,IR2,NoRidge,1Fam,2Story,7,5,1998,1998,Gable,1195,SBrkr,1195,644,1839,2,1,4,1,7,Attchd,2,486,0,0,221000
686,RL,,5062,Pave,,IR1,StoneBr,TwnhsE,2Story,7,5,1984,1984,Gable,1190,SBrkr,1190,900,2090,2,0,3,1,6,Attchd,2,577,219,0,207500
687,FV,84,10207,Pave,,Reg,Somerst,1Fam,2Story,7,6,2007,2007,Gable,874,SBrkr,874,887,1761,3,0,3,1,7,Attchd,2,578,144,0,227875
688,FV,,5105,Pave,,IR2,Somerst,TwnhsE,2Story,7,5,2004,2004,Gable,551,SBrkr,551,551,1102,2,1,2,1,4,Detchd,2,480,0,0,148800
689,RL,60,8089,Pave,,Reg,StoneBr,1Fam,1Story,8,6,2007,2007,Gable,1419,SBrkr,1419,0,1419,2,0,2,1,7,Attchd,2,567,140,0,392000
690,RL,61,7577,Pave,,IR1,NridgHt,TwnhsE,1Story,6,5,2005,2006,Gable,1362,SBrkr,1362,0,1362,2,0,2,1,6,Attchd,2,460,192,0,194700
691,RM,,4426,Pave,,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,848,SBrkr,848,0,848,1,0,1,1,3,Attchd,2,420,149,0,141000
692,RL,104,21535,Pave,,IR1,NoRidge,1Fam,2Story,10,6,1994,1995,Gable,2444,SBrkr,2444,1872,4316,3,1,4,1,10,Attchd,3,832,382,0,755000
693,RL,42,26178,Pave,,IR1,Timber,1Fam,2Story,7,5,1989,1990,Hip,1210,SBrkr,1238,1281,2519,2,1,4,1,9,Attchd,2,628,320,0,335000
694,RL,60,5400,Pave,,Reg,OldTown,1Fam,1Story,5,6,1921,1968,Gable,1073,SBrkr,1073,0,1073,1,0,2,1,4,Detchd,1,326,0,0,108480
695,RM,51,6120,Pave,,Reg,BrkSide,1Fam,1.5Fin,5,6,1936,1950,Gable,927,SBrkr,1067,472,1539,1,1,3,1,5,Detchd,2,576,112,0,141500
696,RL,54,13811,Pave,,IR1,Timber,1Fam,1Story,6,6,1987,1987,Gable,1112,SBrkr,1137,0,1137,2,0,2,1,5,Attchd,2,551,125,0,176000
697,RM,50,6000,Pave,,Reg,BrkSide,1Fam,1Story,5,7,1921,1950,Gable,616,SBrkr,616,0,616,1,0,2,1,4,Detchd,1,205,0,0,89000
698,RL,57,6420,Pave,,IR1,Edwards,1Fam,1Story,5,7,1952,1952,Gable,980,FuseA,1148,0,1148,1,0,2,1,6,Detchd,1,308,0,0,123500
699,RL,65,8450,Pave,,Reg,Sawyer,1Fam,1Story,5,8,1965,2009,Gable,894,SBrkr,894,0,894,1,0,3,1,5,Detchd,1,336,416,0,138500
700,FV,59,4282,Pave,Pave,IR2,Somerst,TwnhsE,1Story,7,5,2004,2004,Gable,1391,SBrkr,1391,0,1391,2,0,2,1,5,Attchd,2,530,156,0,196000
701,RL,85,14331,Pave,,Reg,Timber,1Fam,1Story,8,5,2002,2002,Hip,1800,SBrkr,1800,0,1800,2,0,3,1,7,Attchd,3,765,270,0,312500
702,RL,80,9600,Pave,,Reg,NWAmes,1Fam,1Story,7,5,1969,1969,Hip,1164,SBrkr,1164,0,1164,1,1,3,1,6,Attchd,2,528,0,0,140000
703,RL,82,12438,Pave,,IR1,StoneBr,1Fam,2Story,8,5,2006,2006,Hip,1234,SBrkr,1264,1312,2576,2,1,4,1,10,BuiltIn,3,666,324,0,361919
704,RM,76,7630,Pave,,Reg,OldTown,2fmCon,2Story,5,9,1900,1996,Gable,360,SBrkr,1032,780,1812,2,0,4,2,8,Detchd,2,672,344,0,140000
705,RL,70,8400,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2004,2005,Gable,1473,SBrkr,1484,0,1484,2,0,3,1,7,Attchd,2,606,0,0,213000
706,RM,70,5600,Pave,,Reg,IDOTRR,2fmCon,2Story,4,5,1930,1950,Hip,0,SBrkr,372,720,1092,2,0,3,2,7,,0,0,0,0,55000
707,RL,,115149,Pave,,IR2,ClearCr,1Fam,1Story,7,5,1971,2002,Gable,1643,SBrkr,1824,0,1824,2,0,2,1,5,Attchd,2,739,380,0,302000
708,RL,48,6240,Pave,,Reg,NridgHt,TwnhsE,1Story,8,5,2006,2006,Hip,1324,SBrkr,1324,0,1324,2,0,2,1,6,Attchd,2,550,192,0,254000
709,RL,65,9018,Pave,,IR1,Gilbert,1Fam,2Story,7,5,2007,2007,Hip,728,SBrkr,728,728,1456,2,1,3,1,8,Attchd,2,400,100,0,179540
710,RL,,7162,Pave,,IR1,Sawyer,1Fam,1Story,5,7,1966,1966,Gable,876,SBrkr,904,0,904,1,0,3,1,6,Attchd,1,408,0,0,109900
711,RL,56,4130,Pave,,IR1,BrkSide,1Fam,1Story,3,6,1935,2003,Gable,270,SBrkr,729,0,729,1,0,2,1,5,,0,0,0,0,52000
712,C (all),66,8712,Pave,Pave,Reg,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,Gable,859,SBrkr,859,319,1178,1,0,2,1,7,Detchd,1,384,68,0,102776
713,RL,40,4671,Pave,,IR1,StoneBr,TwnhsE,1Story,8,5,1988,1989,Gable,1228,SBrkr,1228,0,1228,2,0,2,1,5,Attchd,2,472,168,0,189000
714,RL,60,9873,Pave,,Reg,BrkSide,2fmCon,1Story,4,5,1970,1970,Gable,960,SBrkr,960,0,960,1,0,3,1,6,Detchd,2,576,0,0,129000
715,RL,,13517,Pave,,IR1,Sawyer,1Fam,2Story,6,8,1976,2005,Gable,725,SBrkr,725,754,1479,2,1,3,1,6,Attchd,2,475,0,0,130500
716,RL,78,10140,Pave,,Reg,NWAmes,1Fam,1Story,6,5,1974,1974,Hip,1064,SBrkr,1350,0,1350,2,0,3,1,7,Attchd,2,478,0,0,165000
717,RM,60,10800,Pave,Grvl,Reg,OldTown,1Fam,2Story,7,8,1890,1998,Gable,718,SBrkr,1576,978,2554,1,1,3,1,8,Detchd,2,704,0,0,159500
718,RL,80,10000,Pave,,Reg,NWAmes,1Fam,1Story,5,6,1973,2000,Gable,1176,SBrkr,1178,0,1178,1,1,3,1,5,Attchd,2,439,224,0,157000
719,RL,96,10542,Pave,,Reg,NoRidge,1Fam,2Story,7,5,1993,1994,Hip,1311,SBrkr,1325,1093,2418,2,1,3,1,9,Attchd,3,983,250,0,341000
720,RL,69,9920,Pave,,IR1,CollgCr,1Fam,1Story,5,6,1969,1969,Gable,971,SBrkr,971,0,971,1,1,3,1,5,Attchd,1,300,0,0,128500
721,RL,,6563,Pave,,IR1,StoneBr,1Fam,1Story,8,5,1985,1985,Gable,1742,SBrkr,1742,0,1742,2,0,2,1,5,Attchd,2,564,114,0,275000
722,RM,,4426,Pave,,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,848,SBrkr,848,0,848,1,0,1,1,3,Attchd,2,420,160,0,143000
723,RL,70,8120,Pave,,Reg,NAmes,1Fam,1Story,4,7,1970,1970,Gable,864,SBrkr,864,0,864,1,0,3,1,5,Detchd,2,463,0,0,124500
724,RL,60,8172,Pave,,Reg,Edwards,1Fam,1.5Fin,4,6,1954,1972,Gable,941,SBrkr,997,473,1470,2,0,4,1,7,Detchd,1,548,0,0,135000
725,RL,86,13286,Pave,,IR1,Edwards,1Fam,1Story,9,5,2007,2008,Hip,1698,SBrkr,1698,0,1698,2,0,3,1,8,Attchd,3,768,327,0,320000
726,RL,60,6960,Pave,,Reg,NAmes,1Fam,1Story,4,6,1970,1970,Gable,864,SBrkr,864,0,864,1,0,3,1,5,Detchd,2,660,96,0,120500
727,RL,,21695,Pave,,IR1,Crawfor,1Fam,1Story,6,9,1988,2007,Hip,880,SBrkr,1680,0,1680,2,0,3,1,5,Attchd,2,540,292,0,222000
728,RL,64,7314,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,1232,SBrkr,1232,0,1232,2,0,2,1,6,Attchd,2,632,132,0,194500
729,RL,85,11475,Pave,,Reg,NAmes,Duplex,1Story,5,5,1958,1958,Gable,1584,SBrkr,1776,0,1776,2,0,4,2,9,Detchd,3,888,0,0,110000
730,RM,52,6240,Pave,Grvl,Reg,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,Gable,780,FuseA,848,0,1208,1,0,2,1,5,Detchd,2,539,0,0,103000
731,RL,39,5389,Pave,,IR1,StoneBr,TwnhsE,1Story,8,5,1995,1996,Gable,1595,SBrkr,1616,0,1616,2,0,2,1,5,Attchd,2,608,237,0,236500
732,RL,73,9590,Pave,,IR1,Timber,1Fam,SLvl,7,5,2003,2003,Gable,868,SBrkr,1146,0,1146,2,0,3,1,6,Attchd,2,438,160,0,187500
733,RL,75,11404,Pave,,IR1,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,1153,SBrkr,1153,878,2031,2,1,3,1,8,Attchd,2,541,192,0,222500
734,RL,80,10000,Pave,,Reg,Sawyer,1Fam,1Story,5,6,1961,1983,Hip,864,SBrkr,1144,0,1144,1,0,3,1,6,Attchd,1,264,165,0,131400
735,RL,,8978,Pave,,IR1,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,948,SBrkr,948,0,948,1,0,3,1,6,Attchd,1,300,147,0,108000
736,RM,60,10800,Pave,,Reg,OldTown,1Fam,2.5Unf,7,7,1914,1970,Gable,880,SBrkr,880,888,1768,1,1,2,1,6,Detchd,2,320,0,0,163000
737,RL,60,8544,Pave,,Reg,NAmes,Duplex,1Story,3,4,1950,1950,Gable,0,FuseF,1040,0,1040,2,0,2,2,6,Detchd,2,400,0,0,93500
738,RL,72,10463,Pave,,IR1,Gilbert,1Fam,2Story,8,5,2005,2005,Gable,893,SBrkr,901,900,1801,2,1,3,1,8,Attchd,3,800,0,0,239900
739,RL,60,10800,Pave,,Reg,Edwards,Duplex,1Story,5,5,1987,1988,Gable,1200,SBrkr,1200,0,1200,3,0,3,1,5,,0,0,120,0,179000
740,RL,65,9313,Pave,,IR1,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,864,SBrkr,864,864,1728,2,1,3,1,7,Attchd,2,572,187,0,190000
741,RM,60,9600,Pave,Grvl,Reg,OldTown,1Fam,2Story,5,7,1910,2002,Gable,264,SBrkr,768,664,1432,2,0,2,1,7,Detchd,2,360,270,0,132000
742,RL,65,6768,Pave,,IR1,Sawyer,1Fam,1Story,6,8,1961,1996,Hip,912,SBrkr,912,0,912,1,0,3,1,5,Detchd,1,288,168,0,142000
743,RL,65,8450,Pave,,Reg,SawyerW,1Fam,1Story,7,5,2000,2001,Gable,1349,SBrkr,1349,0,1349,2,0,3,1,6,Attchd,2,539,120,0,179000
744,RL,70,12886,Pave,,IR1,Sawyer,1Fam,SLvl,5,6,1963,1999,Gable,520,SBrkr,1464,0,1464,2,0,3,1,6,Attchd,2,480,302,0,175000
745,RL,41,5395,Pave,,IR1,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gable,1337,SBrkr,1337,0,1337,2,0,2,1,5,Attchd,2,462,96,0,180000
746,RL,,8963,Pave,,IR1,NWAmes,1Fam,2Story,8,9,1976,1996,Hip,1142,SBrkr,1175,1540,2715,3,1,4,1,11,BuiltIn,2,831,0,0,299800
747,RL,,8795,Pave,,IR1,Gilbert,1Fam,2Story,7,5,2000,2000,Gable,952,SBrkr,980,1276,2256,2,1,4,1,8,BuiltIn,2,554,224,0,236000
748,RM,65,11700,Pave,Pave,IR1,OldTown,1Fam,2Story,7,7,1880,2003,Mansard,1240,SBrkr,1320,1320,2640,1,1,4,1,8,Detchd,4,864,181,0,265979
749,RL,59,10593,Pave,,IR1,NoRidge,1Fam,1Story,7,5,1996,1996,Hip,1720,SBrkr,1720,0,1720,2,0,3,1,7,Attchd,2,527,240,0,260400
750,RL,50,8405,Pave,,Reg,Edwards,1Fam,1.5Fin,4,3,1945,1950,Gable,0,FuseF,1088,441,1529,2,0,4,1,9,Detchd,1,240,92,0,98000
751,RM,55,8800,Pave,Grvl,Reg,OldTown,1Fam,1.5Fin,4,7,1910,2004,Gable,576,SBrkr,792,348,1140,1,0,3,1,7,,0,0,0,0,96500
752,RL,,7750,Pave,,Reg,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,660,SBrkr,660,660,1320,2,1,3,1,6,Attchd,2,400,0,0,162000
753,RL,79,9236,Pave,,IR1,CollgCr,1Fam,1Story,6,5,1997,1997,Gable,1479,SBrkr,1494,0,1494,2,0,3,1,6,Attchd,2,576,168,0,217000
754,RL,80,10240,Pave,,Reg,NridgHt,1Fam,2Story,8,5,2005,2005,Gable,1030,SBrkr,1038,1060,2098,2,1,3,1,8,Attchd,3,878,192,0,275500
755,RL,61,7930,Pave,,Reg,NAmes,1Fam,1Story,6,8,1969,2005,Gable,1026,SBrkr,1026,0,1026,1,0,3,1,5,Detchd,2,440,171,0,156000
756,FV,34,3230,Pave,Pave,Reg,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,729,SBrkr,742,729,1471,2,1,3,1,6,Detchd,2,440,0,0,172500
757,RL,68,10769,Pave,,IR1,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,866,SBrkr,866,902,1768,2,1,3,1,7,Attchd,2,578,144,0,212000
758,RL,,11616,Pave,,IR1,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,672,SBrkr,672,714,1386,2,1,3,1,6,Attchd,2,440,335,0,158900
759,FV,24,2280,Pave,Pave,Reg,Somerst,Twnhs,2Story,7,5,1999,1999,Gable,744,SBrkr,757,744,1501,2,1,3,1,6,Detchd,2,440,0,0,179400
